ID парковки,Координаты,Адресный ориентир,Кол-во дуг,Решение по инспекции,,Категория,Показывать
2277,"55.693415, 37.555673","Ленинский проспект, 63/2",1,Уточнение не требуется,,,
2280,"55.635552, 37.696738","Каширское шоссе, 80Г",1,Монтаж старой точки,,,
2281,"55.631631, 37.703679","Остановка НГПТ ""Борисовский мост""",1,Замена на алюминиевую дугу,,,
2282,"55.621961, 37.711516","Каширское шоссе, 84к1",1,Замена на алюминиевую дугу,,,
2283,"55.700876, 37.533921","Остановка НГПТ ""Улица Лебедева""",1,Уточнение не требуется,,,
2286,"55.704799, 37.527075","Остановка НГПТ ""Менделеевская улица""",1,Уточнение не требуется,,,
2293,"55.611244, 37.717900",Станция метро Домодедовская (вых. 5),1,Уточнение не требуется,,,
2295,"55.790031, 37.525454","Ходынский бульвар, 20A",1,Монтаж старой точки,,,
2298,"55.7607791, 37.5860994","Садовая-Кудринская улица, 8-10-12",1,Уточнение не требуется,,,
2299,"55.730428, 37.632556","Валовая улица, 11/19",1,Уточнение не требуется,,,
2300,"55.727322, 37.637543","Дубининская улица, 11с1",1,Уточнение не требуется,,,
2302,"55.595312, 37.534234","Остановка НГПТ ""Проезд Карамзина, 1""",1,Уточнение не требуется,,,
2310,"55.772584, 37.654938","Комсомольская площадь, 2",1,Замена на алюминиевую дугу,,,
2311,"55.634432, 37.698833","Каширское шоссе, 80Д",1,Уточнение не требуется,,,
2312,"55.7318045, 37.6606849","Динамовская улица, 9с2",1,Уточнение не требуется,,,
2314,"55.732606, 37.664282",Воронцовская ул 48,1,Уточнение не требуется,,,
2315,"55.733216, 37.663451","Воронцовская улица, 41",1,Уточнение не требуется,,,
2316,"55.733629, 37.662674","Воронцовская улица, 44",1,Уточнение не требуется,,,
2317,"55.734352, 37.661727","Воронцовская улица, 36с1",1,Уточнение не требуется,,,
2318,"55.734309, 37.658618","Воронцовский переулок, 5/7с2",1,Уточнение не требуется,,,
2319,"55.675489, 37.591200","Большая Черёмушкинская улица, 25с102",1,Уточнение не требуется,,,
2322,"55.598026, 37.723082","Каширское шоссе, 140",1,Уточнение не требуется,,,
2325,"55.704440, 37.612764","Духовской переулок, 19",1,Замена на алюминиевую дугу,,,
2326,"55.725362, 37.494011","Остановка НГПТ ""Староволынская улица""",1,Уточнение не требуется,,,
2329,"55.708292, 37.517984","Остановка НГПТ ""Метро Ломоносовский проспект",1,Уточнение не требуется,,,
2338,"55.745250, 37.765196","улица Плеханова, 16к1",1,Уточнение не требуется,,,
2339,"55.743176, 37.766379","улица Плеханова, 20",1,Уточнение не требуется,,,
2342,"55.763929, 37.784457","шоссе Энтузиастов, 74/2",1,Уточнение не требуется,,,
2348,"55.732624, 37.560580","Большой Саввинский переулок, 12с10Б",1,Замена на алюминиевую дугу,,,
2353,"55.702691, 37.466384","Матвеевская улица, 20к3",1,Уточнение не требуется,,,
2355,"55.650227, 37.533598","Профсоюзная улица, 67Ас1",1,Уточнение не требуется,,,
2356,"55.613007, 37.496553","Профсоюзная улица, 131Г",1,Уточнение не требуется,,,
2358,"55.578039, 37.608643","Дорожная улица, 60к3",1,Уточнение не требуется,,,
2359,"55.577502, 37.676042",Ягодная 4,1,Уточнение не требуется,,,
2360,"55.589291, 37.665060","Бирюлёвская улица, 37А",1,Уточнение не требуется,,,
2361,"55.603315, 37.660487","6-я Радиальная улица, 5к2",1,Уточнение не требуется,,,
2365,"55.760805, 37.766355","шоссе Энтузиастов, 56",1,Уточнение не требуется,,,
2366,"55.762427, 37.777711","2-я Владимирская улица, 2",1,Уточнение не требуется,,,
2368,"55.750634, 37.784766","Зелёный проспект, 18/38",1,Уточнение не требуется,,,
2369,"55.751013, 37.784306","Зелёный проспект, 21",1,Уточнение не требуется,,,
2371,"55.759966, 37.787402","3-я Владимирская улица, 11",1,Уточнение не требуется,,,
2372,"55.759638, 37.786998","3-я Владимирская улица, 16",1,Уточнение не требуется,,,
2373,"55.759897, 37.794266","улица Металлургов, 31/18",1,Уточнение не требуется,,,
2374,"55.761052, 37.802499","улица Металлургов, 50",1,Уточнение не требуется,,,
2375,"55.760131, 37.808574","улица Металлургов, 60к1",1,Уточнение не требуется,,,
2376,"55.747099, 37.817515","Союзный проспект, 20к4",1,Замена на алюминиевую дугу,,,
2377,"55.729125, 37.829602","Вешняковская улица, 23с23",1,Уточнение не требуется,,,
2380,"55.746059, 37.782378","Перовская улица, 43",1,Уточнение не требуется,,,
2389,"55.604706, 37.510762","Голубинская улица, 9",1,Уточнение не требуется,,,
2390,"55.607335, 37.505844","Голубинская улица, 10к1",1,Уточнение не требуется,,,
2391,"55.616136, 37.501651","Остановка НГПТ ""Профсоюзная улица, 156""",1,Уточнение не требуется,,,
2393,"55.739878, 37.658699","Марксистская улица, 1к1",1,Уточнение не требуется,,,
2394,"55.739580, 37.659151","Марксистская улица, 1к1",1,Уточнение не требуется,,,
2395,"55.740120, 37.657875","Марксистская улица, 1к1",1,Замена на алюминиевую дугу,,,
2397,"55.737808, 37.765110","Кусковская улица, 1Б",1,Уточнение не требуется,,,
2401,"55.744952, 37.794936","Перовская улица, 62",1,Уточнение не требуется,,,
2404,"55.748844, 37.770843","Зелёный проспект, 3Б",1,Уточнение не требуется,,,
2406,"55.702725, 37.464232","Матвеевская улица, 26 (2)",1,Уточнение не требуется,,,
2407,"55.702729, 37.464103","Матвеевская улица, 26 (3)",1,Уточнение не требуется,,,
2408,"55.777437, 37.590142","Миусская площадь, 3с1",1,Уточнение не требуется,,,
2409,"55.777821, 37.590746","Миусская площадь, 3с1",1,Уточнение не требуется,,,
2410,"55.778355, 37.591376","Миусская площадь, 3с1",1,Уточнение не требуется,,,
2411,"55.778484, 37.593209","Миусская площадь, 7с1",1,Уточнение не требуется,,,
2412,"55.797152, 37.723583","Большая Черкизовская улица, 10к1",1,Замена на алюминиевую дугу,,,
2413,"55.797587, 37.725787","Большая Черкизовская улица, 12",1,Уточнение не требуется,,,
2419,"55.727685, 37.566897","улица Усачёва, 26",1,Уточнение не требуется,,,
2420,"55.728041, 37.567980","Малая Пироговская улица, 19",1,Уточнение не требуется,,,
2432,"55.675841, 37.471227","улица Мичуринский Проспект, Олимпийская Деревня, 4к1",1,Уточнение не требуется,,,
2433,"55.680571, 37.469178","улица Мичуринский Проспект, Олимпийская Деревня, 1к5",1,Уточнение не требуется,,,
2434,"55.706891, 37.481450","Веерная улица, 1к2",1,Уточнение не требуется,,,
2443,"55.732757, 37.679737","улица Талалихина, 7",1,Монтаж старой точки,,,
2444,"55.736693, 37.676627","улица Талалихина, 8",1,Уточнение не требуется,,,
2445,"55.734398, 37.683260","Малая Калитниковская улица, 16",1,Уточнение не требуется,,,
2446,"55.726327, 37.672690","2-я Дубровская улица, 13с8",1,Монтаж старой точки,,,
2448,"55.728739, 37.668862","1-я Дубровская улица, 1А",1,Монтаж старой точки,,,
2451,"55.728161, 37.680868","улица Талалихина, 41с16",1,Уточнение не требуется,,,
2452,"55.735721, 37.664978","Марксистская улица, 34к7",1,Уточнение не требуется,,,
2453,"55.733889, 37.667973","Марксистская улица, 38",1,Уточнение не требуется,,,
2457,"55.763463,37.780176","шоссе Энтузиастов, 70",1,Уточнение не требуется,,,
2458,"55.742285, 37.673487","Малая Андроньевская улица, 20/8с1-1А",1,Монтаж старой точки,,,
2459,"55.744495, 37.674490","Библиотечная улица, 6",1,Уточнение не требуется,,,
2460,"55.744475, 37.670870","Большая Андроньевская улица, 5с1",1,Монтаж старой точки,,,
2466,"55.745869, 37.676099","Школьная улица, 47",1,Уточнение не требуется,,,
2467,"55.746544, 37.677974","улица Сергия Радонежского, 12к1",1,Замена на алюминиевую дугу,,,
2478,"55.581397, 37.584220","Варшавское шоссе, 170Гк1с1",1,Уточнение не требуется,,,
2480,"55.579561, 37.602727","Варшавское шоссе, 145к7",1,Уточнение не требуется,,,
2482,"55.724583, 37.605690","Ленинский проспект, 9",1,Замена на алюминиевую дугу,,,
2483,"55.731415, 37.611951","улица Большая Якиманка, 54",1,Уточнение не требуется,,,
2487,"55.724875, 37.496332","Минская улица, 1Л",1,Замена на алюминиевую дугу,,,
2490,"55.604595, 37.706982","Шипиловский проезд, 59к2с2",1,Уточнение не требуется,,,
2491,"55.738923, 37.668122","Таганская улица, 44",1,Замена на алюминиевую дугу,,,
2492,"55.739046, 37.671997","Таганская улица, 58с12",1,Замена на алюминиевую дугу,,,
2493,"55.729898, 37.670379","1-я Дубровская улица, 1к4",1,Монтаж старой точки,,,
2495,"55.727982, 37.672172","Большой Симоновский переулок, 2",1,Монтаж старой точки,,,
2497,"55.734318, 37.670102","Волгоградский проспект, 1с1А",1,Уточнение не требуется,,,
2499,"55.758759, 37.756566","шоссе Энтузиастов, 46/2",1,Уточнение не требуется,,,
2502,"55.662650, 37.473314","улица Академика Анохина, 26к4с1",1,Уточнение не требуется,,,
2506,"55.617081, 37.541927","улица Айвазовского, 5к1",2,Уточнение не требуется,,,
2507,"55.600291, 37.608042","Россошанский проезд, 3Г",1,Уточнение не требуется,,,
2509,"55.598932, 37.620196","Дорожная улица, 24к1",1,Уточнение не требуется,,,
2513,"55.754864, 37.606630",Б.кисловский переулок 9,1,Уточнение не требуется,,,
2515,"55.667857, 37.574816","улица Цюрупы, 14",1,Уточнение не требуется,,,
2517,"55.774892, 37.598537","улица Фадеева, 6с2",1,Монтаж старой точки,,,
2521,"55.771923, 37.590995","1-я Брестская улица, 32",1,Уточнение не требуется,,,
2522,"55.772615, 37.589945","1-я Тверская-Ямская улица, 11",1,Уточнение не требуется,,,
2527,"55.713229, 37.615794","улица Татищева, 17",1,Уточнение не требуется,,,
2529,"55.715780, 37.616560","улица Татищева, 3А",1,Уточнение не требуется,,,
2530,"55.715436, 37.619834","Мытная улица, 58",1,Уточнение не требуется,,,
2532,"55.716557, 37.617301","Городская улица, 2",1,Уточнение не требуется,,,
2533,"55.716682, 37.616734","улица Шухова, 8",1,Монтаж старой точки,,,
2535,"55.719555, 37.615098","Хавская улица, 3",1,Монтаж старой точки,,,
2536,"55.718059, 37.613700","Хавская улица, 3",1,Монтаж старой точки,,,
2539,"55.634101, 37.520983","Остановка НГПТ ""Метро Коньково""",1,Уточнение не требуется,,,
2542,"55.795087, 37.527653","улица Викторенко, 9кВ",1,Уточнение не требуется,,,
2543,"55.606491, 37.530217","Остановка НГПТ ""Метро Ясенево""",1,Уточнение не требуется,,,
2546,"55.683589, 37.551170","улица Вавилова, 64/1с7",1,Уточнение не требуется,,,
2547,"55.657186, 37.545665","Профсоюзная улица, 59к1",1,Уточнение не требуется,,,
2548,"55.659097, 37.550354","улица Намёткина, 10Ас1",1,Уточнение не требуется,,,
2549,"55.660224, 37.553912","улица Намёткина, 10Б",1,Уточнение не требуется,,,
2550,"55.660501, 37.555358","улица Намёткина, 12с1",1,Уточнение не требуется,,,
2551,"55.651460, 37.551631","улица Обручева, 33А",1,Уточнение не требуется,,,
2555,"55.657134, 37.544890","Профсоюзная улица, 59к1",1,Уточнение не требуется,,,
2556,"55.657041, 37.546329","Профсоюзная улица, 61с2",1,Уточнение не требуется,,,
2559,"55.659359, 37.561786","Херсонская улица, 43",1,Уточнение не требуется,,,
2560,"55.658828, 37.563658","улица Каховка, 37к1",1,Уточнение не требуется,,,
2568,"55.716325, 37.579665","Фрунзенская набережная, 54",1,Уточнение не требуется,,,
2569,"55.713501, 37.573662","Остановка НГПТ ""Лужнецкая набережная""",1,Замена на алюминиевую дугу,,,
2570,"55.714081, 37.575230","Остановка НГПТ ""Лужнецкая набережная""",2,Замена на алюминиевую дугу,,,
2572,"55.595880, 37.588959","Чертановская улица, 65",1,Уточнение не требуется,,,
2578,"55.997037, 37.211383","Остановка НГПТ ""Магазин Океан""",1,Уточнение не требуется,,,
2585,"55.878442, 37.482074","улица Дыбенко, 44",1,Уточнение не требуется,,,
2586,"55.715869, 37.815604","улица Хлобыстова, вл7",2,Уточнение не требуется,,,
2590,"55.780627, 37.704061",Станция метро Электрозаводская (вых. 2),1,Замена на алюминиевую дугу,,,
2591,"55.715773, 37.609897","улица Шухова, 17к3",1,Уточнение не требуется,,,
2612,"55.774894, 37.656282","Жулебинский проезд, 5А",1,Уточнение не требуется,,,
2613,"55.7969146, 37.7161426","Большая Черкизовская улица, 3к1",2,Замена на алюминиевую дугу,,,
2627,"55.816917, 37.633558","Звёздный бульвар, 10с1",1,Уточнение не требуется,,,
2647,"55.610859, 37.716034",Станция метро Домодедовская (вых. 7),1,Замена на алюминиевую дугу,,,
2650,"55.607976, 37.699703","Шипиловский проезд, 49/1",1,Замена на алюминиевую дугу,,,
2651,"55.624546, 37.693093","улица Маршала Захарова, вл16А",1,Уточнение не требуется,,,
2654,"55.581027, 37.597600","Варшавское шоссе, 143к5А",1,Уточнение не требуется,,,
2655,"55.605591, 37.626815","Дорожная улица, 5с4",1,Монтаж старой точки,,,
2656,"55.605562, 37.626921","Дорожная улица, 5к1",1,Монтаж старой точки,,,
2658,"55.639176, 37.617105","Варшавское шоссе, 114к1",1,Уточнение не требуется,,,
2659,"55.639107, 37.61702","Варшавское шоссе, 114к1",1,Уточнение не требуется,,,
2660,"55.639083, 37.617128","Варшавское шоссе, 114к1",1,Уточнение не требуется,,,
2662,"55.651163, 37.554107","Остановка НГПТ ""Улица Введенского""",1,Уточнение не требуется,,,
2663,"55.662976, 37.553189","улица Намёткина, 11",1,Уточнение не требуется,,,
2664,"55.668565, 37.531682","Остановка НГПТ ""Усадьба Воронцово""",1,Уточнение не требуется,,,
2668,"55.775049, 37.656497",Станция метро Комсомольская (вых. 11),1,Замена на алюминиевую дугу,,,
2669,"55.775241, 37.657030",Станция метро Комсомольская (вых. 11),1,Замена на алюминиевую дугу,,,
2673,"55.739267, 37.667337","Таганская улица, 40-42",1,Замена на алюминиевую дугу,,,
2677,"55.633959, 37.519296",Станция метро Коньково (вых. 5),1,Уточнение не требуется,,,
2679,"55.739589, 37.672555","Большая Андроньевская улица, 25/33",1,Замена на алюминиевую дугу,,,
2681,"55.777509, 37.585753","Лесная улица, 3",1,Уточнение не требуется,,,
2683,"55.780584, 37.588241","2-й Лесной переулок, 4/6к1",1,Уточнение не требуется,,,
2685,"55.781388, 37.586920","2-й Лесной переулок, 10",1,Уточнение не требуется,,,
2686,"55.779923, 37.589277","2-й Лесной переулок, 2/35",1,Уточнение не требуется,,,
2687,"55.779069, 37.585963","4-й Лесной переулок, 2",1,Уточнение не требуется,,,
2688,"55.774947, 37.582251","площадь Тверская Застава, 1",1,Уточнение не требуется,,,
2690,"55.779247, 37.592735","Миусская площадь, 7с1",1,Уточнение не требуется,,,
2694,"55.735556, 37.656914","улица Большие Каменщики, 21/8",1,Замена на алюминиевую дугу,,,
2696,"55.736071, 37.655343","улица Большие Каменщики, 6с1",1,Уточнение не требуется,,,
2698,"55.738686, 37.651289","Народная улица, 8",1,Уточнение не требуется,,,
2700,"55.779682, 37.603289","Селезнёвская улица, 4",1,Монтаж старой точки,,,
2704,"55.705585, 37.767202",Станция метро Кузьминки (вых. 1),1,Монтаж старой точки,,,
2705,"55.739064, 37.670532","Таганская улица, 44",1,Монтаж старой точки,,,
2706,"55.739710, 37.671068","Таганская улица, 31/22",1,Замена на алюминиевую дугу,,,
2707,"55.739412, 37.670355","Таганская улица, 31/22",1,Замена на алюминиевую дугу,,,
2708,"55.739640, 37.668095","Таганская улица, 29с1",1,Замена на алюминиевую дугу,,,
2710,"55.743712, 37.655364","Большой Дровяной переулок, 4с1",1,Уточнение не требуется,,,
2711,"55.743879, 37.655539","Большой Дровяной переулок, 7/9с1",1,Уточнение не требуется,,,
2715,"55.745977, 37.668317","Большая Андроньевская улица, 6",1,Монтаж старой точки,,,
2716,"55.745169, 37.668747","Большая Андроньевская улица, 8",1,Замена на алюминиевую дугу,,,
2718,"55.786658, 37.590894","Порядковый переулок, 1",1,Уточнение не требуется,,,
2719,"55.786923, 37.589135","Угловой переулок, 21с1",1,Уточнение не требуется,,,
2721,"55.778002, 37.584207","улица Бутырский Вал, 3с3",1,Уточнение не требуется,,,
2723,"55.777793, 37.583272","улица Бутырский Вал, 3с3",1,Уточнение не требуется,,,
2725,"55.707800, 37.537935","улица Косыгина, 28",1,Уточнение не требуется,,,
2726,"55.797265, 37.724292","Большая Черкизовская улица, 12",1,Замена на алюминиевую дугу,,,
2727,"55.788064, 37.588481","улица Бутырский Вал, 68/70с6",1,Уточнение не требуется,,,
2730,"55.779288, 37.590187","Лесная улица, 18",1,Уточнение не требуется,,,
2735,"55.7794829, 37.5932246","Миусская площадь, 9с3",1,Уточнение не требуется,,,
2737,"55.605061, 37.745371","Тамбовская улица, 4",1,Уточнение не требуется,,,
2738,"55.845902, 37.567768","Дмитровское шоссе, 59к1",1,Уточнение не требуется,,,
2739,"55.725326, 37.774529"," ул.Михайлова, д.31а ",1,Уточнение не требуется,,,
2741,"55.671413, 37.583264","Нахимовский проспект, 24",1,Уточнение не требуется,,,
2742,"55.674255, 37.542642","улица Академика Пилюгина, 2",1,Уточнение не требуется,,,
2744,"55.745099, 37.793681","Перовская улица, 60",1,Уточнение не требуется,,,
2755,"55.723176, 37.664153","улица Симоновский Вал, 13к2",1,Уточнение не требуется,,,
2757,"55.696922, 37.464810",Аминьевская 3 выход,1,Уточнение не требуется,,,
2761,"55.718542, 37.413638","Остановка НГПТ ""Дорогобужская улица""",1,Замена на алюминиевую дугу,,,
2766,"55.662434, 37.553830","улица Намёткина, вл10",1,Уточнение не требуется,,,
2773,"55.637368, 37.510989","улица Академика Арцимовича, 17",1,Уточнение не требуется,,,
2782,"55.652303, 37.547985","улица Обручева, 29с1",1,Уточнение не требуется,,,
2796,"55.642259, 37.505747","улица Академика Волгина, 33А",1,Уточнение не требуется,,,
2810,"55.657534, 37.524542","Остановка НГПТ ""Улица Академика Волгина",1,Уточнение не требуется,,,
2819,"55.733805, 37.837923","Реутовская улица, 22 Остановка общественного транспорта",1,Уточнение не требуется,,,
2825,"55.658542, 37.517714","38-й квартал Юго-Запада, к5А",1,Уточнение не требуется,,,
2830,"55.616295, 37.661285","Остановка НГПТ ""Центр крови""",1,Уточнение не требуется,,,
2847,"55.808292, 37.799175",,1,ПРИОРИТЕТ МОНТАЖ,,,
2867,"55.849618, 37.440716",,1,ПРИОРИТЕТ МОНТАЖ,,,
2874,"55.742434, 37.653867",,1,ПРИОРИТЕТ МОНТАЖ,,,
2877,"55.765647, 37.560123",,1,ПРИОРИТЕТ МОНТАЖ,,,
2880,"55.865818, 37.548087",,1,ПРИОРИТЕТ МОНТАЖ,,,
2886,"55.642478, 37.606295",,1,Уточнение не требуется,,,
2887,"55.711613, 37.490515",,1,Монтаж старой точки,,,
2888,"55.708049, 37.485293",,1,Монтаж старой точки,,,
2889,"55.804437, 37.582328",,1,ПРИОРИТЕТ МОНТАЖ,,,
2892,"55.745122, 37.496991",,1,ПРИОРИТЕТ МОНТАЖ,,,
2894,"55.709806, 37.504863",,1,ПРИОРИТЕТ МОНТАЖ,,,
2896,"55.719470, 37.579440","3-я Фрунзенская улица, 3",2,Уточнение не требуется,,,
2897,"55.727423, 37.610192",Ленинский проспект 1/2к1,1,Уточнение не требуется,,,
2898,"55.727647, 37.614184","Калужская площадь, 1к2",1,Уточнение не требуется,,,
2899,"55.729286, 37.620760",Градский холл,1,Уточнение не требуется,,,
2901,"55.723269, 37.610557",,1,Монтаж старой точки,,,
2902,"55.708567, 37.587746",,1,ПРИОРИТЕТ МОНТАЖ,,,
2903,"55.707659, 37.590052",,1,ПРИОРИТЕТ МОНТАЖ,,,
2904,"55.709823, 37.595070",,1,ПРИОРИТЕТ МОНТАЖ,,,
2908,"55.713925, 37.554171",,1,ПРИОРИТЕТ МОНТАЖ,,,
2910,"55.718024, 37.496295",,1,ПРИОРИТЕТ МОНТАЖ,,,
2912,"55.804821, 37.567215",,1,ПРИОРИТЕТ МОНТАЖ,,,
2913,"55.805039, 37.568348",,1,ПРИОРИТЕТ МОНТАЖ,,,
2927,"55.788539, 37.454452",,1,ПРИОРИТЕТ МОНТАЖ,,,
2930,"55.605915, 37.523709","Вильнюсская улица, 3 остановка",1,Монтаж старой точки,,,
2931,"55.706046, 37.552481",,1,ПРИОРИТЕТ МОНТАЖ,,,
2932,"55.612481, 37.537979",Остановка Культурный центр,1,Уточнение не требуется,,,
2936,"55.739119, 37.532463",,1,ПРИОРИТЕТ МОНТАЖ,,,
2937,"55.729429, 37.525880",,1,ПРИОРИТЕТ МОНТАЖ,,,
2938,"55.732425, 37.535764",,1,ПРИОРИТЕТ МОНТАЖ,,,
2942,"55.607922, 37.535946",Ул. Ясногорская,1,Уточнение не требуется,,,
2943,"55.784241, 37.500619",,1,ПРИОРИТЕТ МОНТАЖ,,,
2945,"55.694530, 37.508072",,1,Уточнение не требуется,,,
2947,"55.776710, 37.470296",,1,ПРИОРИТЕТ МОНТАЖ,,,
2959,"55.837474, 37.406039",,1,ПРИОРИТЕТ МОНТАЖ,,,
2960,"55.831027, 37.524846",,1,ПРИОРИТЕТ МОНТАЖ,,,
2963,"55.653038,37.522664",,1,ПРИОРИТЕТ МОНТАЖ,,,
2971,"55.558925, 37.558878",,1,ПРИОРИТЕТ МОНТАЖ,,,
2973,"55.655868, 37.471632",Проспект Вернадского 92,1,Уточнение не требуется,,,
2974,"55.643523, 37.468828",Ленинский просп,1,Уточнение не требуется,,,
2975,"55.656770, 37.472037",Академика Анохина 13,1,Уточнение не требуется,,,
2976,"55.660675, 37.463738",Академика Анохина 34к1,1,Уточнение не требуется,,,
2977,"55.668223, 37.457346",,1,Монтаж старой точки,,,
2980,"55.676102, 37.528626",Остановка метро озерная,1,Уточнение не требуется,,,
2981,"55.667619, 37.438292",Малая очаковская 7,1,Уточнение не требуется,,,
2982,"55.668534, 37.436477",Малая очаковская 6,1,Уточнение не требуется,,,
2983,"55.669505, 37.437697",,1,Монтаж старой точки,,,
2984,"55.671145, 37.450583",,1,Замена на алюминиевую дугу,,,
2985,"55.673063, 37.449692",Озерная улица 31,1,Уточнение не требуется,,,
2986,"55.673351, 37.449717",Озерная улица 31,1,Уточнение не требуется,,,
2987,"55.676039, 37.453084",Озерная улица 25,1,Уточнение не требуется,,,
2988,"55.663988, 37.484022",,1,Монтаж старой точки,,,
2990,"55.664642, 37.464713",Остановка 2-й Микрорайон Тропарево-Никулина,1,Уточнение не требуется,,,
2991,"55.686413, 37.465171",,1,Монтаж старой точки,,,
2995,"55.794891, 37.491134",,1,Монтаж старой точки,,,
2996,"55.821232, 37.793118",,1,ПРИОРИТЕТ МОНТАЖ,,,
3000,"55.695228, 37.544487",Молодёжная ул 6,1,Уточнение не требуется,,,
3002,"55.806863, 37.609700",,1,ПРИОРИТЕТ МОНТАЖ,,,
3008,"55.775287, 37.478403",,1,ПРИОРИТЕТ МОНТАЖ,,,
3009,"55.672152, 37.527248","Ленинский проспект, 95А",1,Уточнение не требуется,,,
3013,"55.788483, 37.742187",,1,ПРИОРИТЕТ МОНТАЖ,,,
3014,"55.705541, 37.580069",,1,Монтаж старой точки,,,
3015,"55.789271, 37.507109",,1,ПРИОРИТЕТ МОНТАЖ,,,
3020,"55.813939, 37.503552",,1,Монтаж старой точки,,,
3022,"55.613247, 37.534156",Остановка Литовский б-р,1,Уточнение не требуется,,,
3023,"55.613257, 37.535656",Остановка Культурный центр,1,Уточнение не требуется,,,
3024,"55.612824, 37.536061",Литовский б-р 20,1,Уточнение не требуется,,,
3025,"55.612761, 37.536930",Литовский б-р 22,1,Уточнение не требуется,,,
3026,"55.809032, 37.513038",,1,ПРИОРИТЕТ МОНТАЖ,,,
3030,"55.775770, 37.468720",,1,ПРИОРИТЕТ МОНТАЖ,,,
3036,"55.740584, 37.625542","улица Большая Ордынка, 25с4",1,Уточнение не требуется,,,
3041,"55.671128, 37.522321","Ленинский проспект, 97к1",3,Уточнение не требуется,,,
3042,"55.671046, 37.520915",Метро Новаторская 6 вход,3,Уточнение не требуется,,,
3043,"55.672525, 37.523071","Ленинский проспект, 95Б",2,Уточнение не требуется,,,
